District_ID,District_name,M0_k1,M0_k2,M0_k3,M0_k4,M0_k5,M0_k6,M0_k7,M0_k8,M0_k9,M1_k1,M1_k2,M1_k3,M1_k4,M1_k5,M1_k6,M1_k7,M1_k8,M1_k9,M2_k1,M2_k2,M2_k3,M2_k4,M2_k5,M2_k6,M2_k7,M2_k8,M2_k9,M0_education_max,M0_education_dropout,M0_health_chronic,M0_health_visit,M0_employment,M0_assets,M0_services,M0_electricity,M0_cooking_fuel,M0_water,M0_toilet,M0_land,M0_livestock,M0_rural_equip,M1_education_max,M1_education_dropout,M1_health_chronic,M1_health_visit,M1_employment,M1_assets,M1_services,M1_electricity,M1_cooking_fuel,M1_water,M1_toilet,M1_land,M1_livestock,M1_rural_equip,M2_education_max,M2_education_dropout,M2_health_chronic,M2_health_visit,M2_employment,M2_assets,M2_services,M2_electricity,M2_cooking_fuel,M2_water,M2_toilet,M2_land,M2_livestock,M2_rural_equip
1,Beitbridge,0.37595136,0.36274545,0.31042952,0.19771781,0.11229954,0.03891951,0.00853102,0,0,0.23798168,0.22762607,0.19164599,0.11830188,0.06730567,0.02213045,0.00498015,0,0,0.19456636,0.18710292,0.15578545,0.09594851,0.05507927,0.01803563,0.00386478,0,0,0.29720265,0.01013387,0.53172021,0.14358184,0.14284776,0.60088352,0.54517801,0.29260831,0.34562144,0.13339479,0.23915538,0,0.22206498,0.06714508,0.14860132,0.00912048,0.26586011,0.07179092,0.10713583,0.47801889,0.39417856,0.09982457,0.17281072,0.12369886,0.11957769,0,0.25006443,0.02014353,0.04953378,0.00547229,0.26586011,0.07179092,0.10713583,0.41658658,0.24662251,0.09982457,0.17281072,0.09157642,0.05978885,0,0.24123428,0.02014353
2,Bikita,0.37816209,0.37279956,0.32219941,0.19316492,0.07532688,0.02444747,0.00903615,0,0,0.27174665,0.26686454,0.22788091,0.13142884,0.04996085,0.01544954,0.00535368,0,0,0.24339859,0.23860803,0.20284989,0.11597982,0.04501011,0.01381339,0.00462836,0,0,0.20746182,0.00751303,0.31575602,0.08750057,0,0.8625753,0.01718715,0.24258492,0.5,0.19467898,0.28165867,0.26800322,0.47811823,0.13249594,0.10646735,0.00450782,0.15787801,0.04375029,0,0.73360851,0.00429679,0.07955226,0.25,0.13643424,0.14082934,0.32106576,0.56495103,0.03974878,0.03822556,0.00180313,0.15787801,0.04375029,0,0.66912512,0.00071613,0.07955226,0.25,0.08199931,0.07041467,0.3205707,0.55999968,0.03974878
3,Bindura,0.43637934,0.42374179,0.37174152,0.30582777,0.21550874,0.14598373,0.06002385,0.03793822,0.02217737,0.25910079,0.25121885,0.22098578,0.18059766,0.12525178,0.08282943,0.03381662,0.0220085,0.01260072,0.21826582,0.21248754,0.18818124,0.15474301,0.10745326,0.07032959,0.02997685,0.01978532,0.0108838,0.2064713,0.04557835,0.62469199,0.45602606,0.02580244,0.6636061,0.60476935,0.24206862,0.39456614,0.1282035,0.10123372,0.08344443,0.31932865,0.249813,0.10323565,0.05275593,0.312346,0.22801303,0.01935183,0.53444544,0.26493221,0.09431525,0.19728307,0.08997389,0.05061686,0.09072224,0.34852219,0.0749439,0.03441189,0.04473546,0.312346,0.22801303,0.01935183,0.46986511,0.10279424,0.09431525,0.19728307,0.04950058,0.02530843,0.08754095,0.33311559,0.0749439
4,Binga,0.49123958,0.48996812,0.47815866,0.40030994,0.24132471,0.08951222,0.03343938,0.00374757,0,0.31444579,0.31383446,0.3056551,0.25539884,0.151956,0.05664398,0.02162914,0.00204653,0,0.26401318,0.26354446,0.25610699,0.2139553,0.12860701,0.04888173,0.01913068,0.00195656,0,0.31411752,0.01006257,0.46342582,0.19997883,0.01442711,0.84508196,0.44266507,0.47046337,0.47065365,0.28762411,0.37542089,0.16835821,0.40282564,0.20167121,0.15872012,0.00771165,0.23171291,0.09998942,0.01082034,0.71905656,0.23903797,0.14699172,0.23532682,0.23403335,0.1893362,0.20202986,0.45196674,0.06050136,0.05401428,0.00408912,0.23171291,0.09998942,0.01082034,0.65604387,0.1154407,0.14699172,0.23532682,0.15754722,0.09629385,0.20202986,0.4373237,0.06050136
5,Bubi,0.46526266,0.46313618,0.42258305,0.34187468,0.24775418,0.110028,0.04937129,0.02690954,0.01295412,0.27059911,0.26991066,0.24545608,0.1997493,0.14538985,0.06265248,0.02889462,0.01598056,0.00809974,0.21110345,0.21063621,0.19324435,0.15919146,0.11626316,0.05060638,0.02402831,0.01326708,0.0066417,0.27999767,0.0167419,0.68657351,0.30402754,0.0297313,0.7088508,0.89461305,0.21337514,0.46332739,0.1441878,0.27560918,0,0.22612581,0.18098284,0.14243572,0.01370445,0.34328675,0.15201377,0.02229847,0.54046335,0.53666256,0.08924891,0.23166369,0.07531559,0.14027406,0,0.23110366,0.05429485,0.04910317,0.00767737,0.34328675,0.15201377,0.02229847,0.45626963,0.26863199,0.08924891,0.23166369,0.04344304,0.0726065,0,0.21701902,0.05429485
6,Buhera,0.42176136,0.41491481,0.38671375,0.28362362,0.13937404,0.063097,0.02025633,0,0,0.24533878,0.24190778,0.22668579,0.16418904,0.0802049,0.03418748,0.01104025,0,0,0.19812558,0.19509612,0.18418451,0.13378666,0.06523617,0.02728007,0.00889742,0,0,0.18067441,0.0032406,0.39477066,0.13443907,0,0.88861713,0.60172,0.36255384,0.48975138,0.2281091,0.27194667,0.0218128,0.25676934,0.17657385,0.0903372,0.00388872,0.19738533,0.06721954,0,0.7586451,0.2388014,0.11101958,0.24487569,0.18266375,0.13597334,0.02617536,0.2228842,0.05297216,0.0301124,0.00311098,0.19738533,0.06721954,0,0.69365908,0.08468149,0.11101958,0.24487569,0.11492297,0.06798667,0.02617536,0.19019473,0.05297216
7,Bulawayo,0.18814661,0.14168631,0.0942161,0.05203619,0.03589461,0.02530522,0.01327883,0.00890281,0.0068492,0.1046257,0.07856738,0.05276358,0.02943265,0.02012338,0.01381808,0.00671211,0.00452411,0.00352261,0.09440929,0.07126549,0.04790079,0.02789588,0.01914329,0.01304113,0.00637049,0.00435725,0.00344939,0.0397995,0.00519234,0.58813396,0.32445276,0.37412372,0.20605714,0.16062376,0.04413252,0.0817476,0.02443373,0.02235008,0,0,0,0.01989975,0.00569996,0.29406698,0.16222638,0.28059279,0.12923605,0.05100199,0.03309939,0.0408738,0.01570915,0.01511764,0,0,0,0.00663325,0.00444684,0.29406698,0.16222638,0.28059279,0.09082551,0.01327451,0.03309939,0.0408738,0.01116774,0.01150141,0,0,0
8,Bulilima,0.47568016,0.47265699,0.442736,0.37394709,0.21519391,0.10973211,0.05371086,0.02618912,0.01536631,0.29177027,0.28976355,0.2720764,0.22852283,0.12841426,0.06497398,0.03193212,0.01618115,0.00920854,0.23628101,0.23458363,0.22066481,0.18489794,0.1060195,0.05497074,0.0272604,0.01421159,0.00820323,0.38579857,0.02547575,0.89033677,0.17692422,0,0.77259078,0.67543131,0.20708079,0.49549113,0.28206731,0.27392408,0.01082396,0.26729686,0.05773436,0.19289929,0.02967962,0.44516838,0.08846211,0,0.59587694,0.35746097,0.06212424,0.24774556,0.28120006,0.13696204,0.01298875,0.3049365,0.01732031,0.06429977,0.02586876,0.44516838,0.08846211,0,0.50752002,0.18869971,0.06212424,0.24774556,0.21849248,0.06848102,0.01298875,0.29850571,0.01732031
9,Centenary,0.45946174,0.45678315,0.43482239,0.35124859,0.18063516,0.07525607,0.03559322,0.00913966,0.00517867,0.27150434,0.26976434,0.25680938,0.20678411,0.10591807,0.04189802,0.01945259,0.00506148,0.00291706,0.21483619,0.21339671,0.20400538,0.16501333,0.08563693,0.03440133,0.01663284,0.00454043,0.00249359,0.26988232,0.0286651,0.25178509,0.24129151,0,0.77311727,0.85315133,0.40857486,0.5,0.28142741,0.13198784,0.06098595,0.33133023,0.23268754,0.13841104,0.03525235,0.12589254,0.12064576,0,0.60137279,0.38335872,0.12257246,0.25,0.27227338,0.06599392,0.06422658,0.32948542,0.06980626,0.0496069,0.03215424,0.12589254,0.12064576,0,0.51550055,0.15453939,0.12257246,0.25,0.20642482,0.03299696,0.06161969,0.2991842,0.06980626
10,Chegutu,0.31312023,0.28671275,0.22265049,0.14881101,0.09464845,0.05510083,0.03105468,0.0155955,0,0.19499547,0.1778254,0.13727626,0.08871113,0.05614521,0.03246779,0.01799238,0.00867137,0,0.1717155,0.1566845,0.12204149,0.07935423,0.05147112,0.03027221,0.01681038,0.0079454,0,0.11497828,0.02616569,0.52462414,0.34090189,0.05144085,0.54484427,0.0454236,0.17742091,0.35388815,0.15502931,0.14327169,0.08219615,0.28613623,0.15785697,0.06043783,0.0248236,0.26231207,0.17045094,0.03858064,0.39238977,0.0140969,0.0695564,0.17694407,0.11587904,0.07267321,0.09769597,0.33120979,0.04735709,0.02309464,0.01731266,0.26231207,0.17045094,0.03858064,0.31616252,0.00326315,0.0695564,0.17694407,0.06186762,0.03737397,0.09713232,0.32464097,0.04735709
11,Chikomba,0.43544886,0.42672339,0.40399859,0.29538477,0.15090799,0.08059721,0.0394579,0.01282815,0,0.26192749,0.25573153,0.24292662,0.1763913,0.08830077,0.04569362,0.02223498,0.00769629,0,0.22406435,0.21813988,0.20734651,0.15338985,0.07640777,0.03939036,0.01959559,0.00742774,0,0.08893661,0.0062012,0.55226939,0.4090057,0.01772171,0.76199472,0.4935374,0.41315382,0.47584384,0.16021004,0.19924822,0.10558011,0.32037421,0.13268712,0.04446831,0.0093018,0.2761347,0.20450285,0.01329128,0.6175243,0.24271481,0.12795551,0.23792192,0.1005895,0.10185153,0.12310551,0.34914304,0.03980614,0.01482277,0.0093018,0.2761347,0.20450285,0.01329128,0.54528909,0.1040549,0.12795551,0.23792192,0.04745409,0.05315319,0.12095113,0.333972,0.03980614
12,Chimanimani,0.36428387,0.35176294,0.28778254,0.18474899,0.08502892,0.03776001,0.01828884,0.01828884,0,0.2047782,0.19755506,0.16109765,0.10599411,0.04870938,0.02007706,0.01037874,0.01037874,0,0.16537213,0.15961723,0.12908945,0.0878551,0.04132308,0.01630681,0.00889525,0.00889525,0,0.16934456,0.01808229,0.27077799,0.1596632,0,0.73330909,0.53545394,0.25996034,0.4894115,0.13771098,0.07190712,0.0334007,0.27841893,0.30549354,0.08467228,0.02366067,0.135389,0.0798316,0,0.56703183,0.22241972,0.08592511,0.24470575,0.08360472,0.03595356,0.03694832,0.25472106,0.09164806,0.02822409,0.02158301,0.135389,0.0798316,0,0.4838932,0.08582109,0.08592511,0.24470575,0.03956127,0.01797678,0.03595064,0.22164438,0.09164806
13,Chipinge,0.40494861,0.39422165,0.36496945,0.27158978,0.10716217,0.06177935,0.01350571,0,0,0.22932326,0.22385931,0.20877342,0.15653887,0.0613556,0.03592721,0.00803371,0,0,0.18382662,0.17955556,0.16757599,0.12545008,0.04927436,0.02861074,0.00682135,0,0,0.35188264,0.07190655,0.40241281,0.07990214,0,0.77917297,0.54877151,0.32007299,0.45113023,0.14183526,0.11877369,0.01643773,0.26232762,0.30544466,0.17594132,0.07131614,0.20120641,0.03995107,0,0.64712573,0.18725108,0.0960219,0.22556511,0.11150136,0.06098667,0.01972528,0.25187501,0.0916334,0.05864711,0.05604175,0.20120641,0.03995107,0,0.58110211,0.05202597,0.0960219,0.22556511,0.07330515,0.03209316,0.01972528,0.22056402,0.0916334
14,Chiredzi,0.37350398,0.3556998,0.30450329,0.22424468,0.09807727,0.04204633,0.0075965,0,0,0.22455401,0.21479018,0.18512631,0.13782859,0.0577857,0.02401333,0.00443812,0,0,0.18044832,0.17389835,0.15143056,0.11344887,0.04771444,0.01952172,0.00378648,0,0,0.31956849,0.0168729,0.27349703,0.12244619,0.00835954,0.66099843,0.50978744,0.21121233,0.43444806,0.17306399,0.25865481,0.0585958,0.30019831,0.20058446,0.15978424,0.01518561,0.13674852,0.06122309,0.00626966,0.5317219,0.19912024,0.0664438,0.21722403,0.14743378,0.12932741,0.07031497,0.33229053,0.06017534,0.05326142,0.00911136,0.13674852,0.06122309,0.00626966,0.46708364,0.07217581,0.0664438,0.21722403,0.10853684,0.0646637,0.07031497,0.32102683,0.06017534
15,Chirumhanzu,0.3920782,0.38066438,0.33812486,0.23070974,0.10978791,0.02745659,0.01972948,0.01588017,0.0057205,0.25786033,0.25136641,0.21979952,0.14750636,0.06795542,0.01661789,0.01167179,0.00959088,0.00320706,0.22995511,0.22389414,0.19410266,0.13103583,0.06066135,0.01532695,0.01082149,0.00916881,0.00301474,0.07314786,0.00646186,0.75382946,0.20847262,0.01745147,0.73246434,0.22436553,0.16993708,0.4836742,0.2102522,0.20127859,0.11278494,0.40539112,0.12839131,0.03657393,0.00387712,0.37691473,0.10423631,0.0130886,0.61255076,0.0958713,0.05407376,0.2418371,0.15515938,0.10498896,0.13501566,0.478548,0.03851739,0.01219131,0.00155085,0.37691473,0.10423631,0.0130886,0.55259397,0.03084461,0.05407376,0.2418371,0.09359376,0.05684415,0.13470512,0.47516178,0.03851739
16,Chivi,0.46230856,0.45574373,0.43630045,0.34656307,0.21420531,0.09409032,0.03195158,0.01230696,0.00509293,0.28538429,0.2809882,0.26966985,0.21341307,0.13128188,0.05575615,0.01847647,0.00671195,0.00249562,0.23633692,0.23288532,0.22450336,0.17837796,0.11100969,0.04750101,0.01601956,0.00561835,0.00219903,0.16176857,0.01331539,0.5551485,0.25700709,0.0048014,0.84215371,0.81474946,0.35578955,0.48102788,0.22858191,0.18712282,0.11005149,0.24129268,0.1391208,0.0819014,0.01591795,0.27757425,0.12850354,0.00360105,0.72100086,0.43352254,0.10890355,0.24051394,0.17969519,0.09356141,0.1320618,0.25265703,0.04173624,0.02797855,0.01293474,0.27757425,0.12850354,0.00360105,0.66042443,0.20752331,0.10890355,0.24051394,0.11999729,0.0467807,0.1320618,0.23666731,0.04173624
17,Gokwe North,0.44551763,0.44374992,0.41567375,0.2995153,0.16309426,0.07283,0.02186495,0.01230142,0,0.27367384,0.27245565,0.25536093,0.18105748,0.09808738,0.04477852,0.01425736,0.00851741,0,0.22119016,0.22037495,0.20686877,0.14724143,0.08117348,0.03784563,0.01240457,0.00716714,0,0.20685663,0.04893632,0.34845758,0.25781051,0,0.79510423,0.66200827,0.35384979,0.4890337,0.36217865,0.29535293,0.03980162,0.25120682,0.12182038,0.10342832,0.06203522,0.17422879,0.12890526,0,0.6623138,0.30513405,0.10615494,0.24451685,0.32435789,0.14767646,0.04776194,0.25684186,0.03654611,0.03447611,0.05532742,0.17422879,0.12890526,0,0.59591859,0.12738416,0.10615494,0.24451685,0.23821154,0.07383823,0.04776194,0.23803652,0.03654611
18,Gokwe South,0.42053758,0.41551892,0.37612849,0.2715859,0.13838509,0.06210354,0.03085421,0.01254404,0.00697121,0.2393595,0.23639359,0.21409573,0.15230477,0.07488027,0.0315169,0.01583918,0.0063305,0.00368685,0.17919876,0.1768539,0.1601261,0.11460359,0.0571758,0.02472887,0.01291052,0.00510504,0.00307094,0.19812411,0.01820473,0.43694907,0.20175594,0.00814112,0.7301543,0.82880494,0.25060395,0.45694724,0.27116173,0.28679633,0.02957275,0.20288019,0.08361139,0.09906206,0.01327218,0.21847453,0.10087797,0.00610584,0.51108343,0.41488681,0.07875912,0.22847362,0.22014105,0.14339816,0.03548731,0.18311014,0.02508342,0.03302069,0.01046519,0.21847453,0.10087797,0.00610584,0.401548,0.18693042,0.07875912,0.22847362,0.1463456,0.07169908,0.03548731,0.16126765,0.02508342
19,Goromonzi,0.36437935,0.3457138,0.29062107,0.17733351,0.11068417,0.03806362,0.02660897,0.02208814,0.00929191,0.21014385,0.19759928,0.16102812,0.09751023,0.05896677,0.01968294,0.01333239,0.01082084,0.00469013,0.17677945,0.16698285,0.13564075,0.08391706,0.05139777,0.01736587,0.01214318,0.00984091,0.00450606,0.06446768,0.01707358,0.43521433,0.2713686,0.07822999,0.67818341,0.49749545,0.29294273,0.32186999,0.14572914,0.07185764,0.05355313,0.24721582,0.29636816,0.03223384,0.02059026,0.21760716,0.1356843,0.0586725,0.52263906,0.19808734,0.10307857,0.16093499,0.10578918,0.03592882,0.06426376,0.25732788,0.08891045,0.01074461,0.01858222,0.21760716,0.1356843,0.0586725,0.44486689,0.06762241,0.10307857,0.16093499,0.0553545,0.01796441,0.06426376,0.23913921,0.08891045
20,Guruve,0.42886438,0.42269949,0.3889955,0.29704785,0.15134819,0.05862714,0.02080939,0.00430043,0,0.25151337,0.24816776,0.22841604,0.17388592,0.08880985,0.03380861,0.01163188,0.00258433,0,0.20082358,0.19800245,0.18230092,0.14019547,0.07195039,0.02691804,0.00944763,0.00224373,0,0.23724606,0.01626228,0.52985908,0.14957229,0,0.75852593,0.74662281,0.27743225,0.49276753,0.19907217,0.14176519,0.03455689,0.27705844,0.21726827,0.12035098,0.01627308,0.26492954,0.07478615,0,0.58931165,0.36560099,0.08322968,0.24638377,0.16200276,0.0708826,0.04051499,0.29213803,0.06518048,0.04184495,0.01304817,0.26492954,0.07478615,0,0.50470451,0.16056181,0.08322968,0.24638377,0.10835878,0.0354413,0.04032433,0.27103881,0.06518048
21,Gutu,0.41604113,0.4055541,0.37655138,0.26593076,0.13848415,0.05348416,0.01765756,0,0,0.24939873,0.24347696,0.22658713,0.15770487,0.07921814,0.02954301,0.00992877,0,0,0.20053397,0.19665082,0.18433491,0.12840359,0.0627556,0.0238357,0.00850739,0,0,0.19179505,0.01270443,0.43532459,0.09861809,0,0.75686768,0.75753228,0.30505243,0.467578,0.21513033,0.18474747,0.13451456,0.29141067,0.10111512,0.09589752,0.01301269,0.21766229,0.04930904,0,0.62097478,0.30713291,0.09151573,0.233789,0.13369337,0.09237374,0.16141747,0.32217485,0.03033454,0.03196584,0.00907058,0.21766229,0.04930904,0,0.55302833,0.11073552,0.09151573,0.233789,0.06066917,0.04618687,0.16141747,0.30938829,0.03033454
22,Gwanda,0.391531,0.37996005,0.32911829,0.23008901,0.12164263,0.06087066,0.00472917,0,0,0.24440203,0.23555025,0.2054246,0.14246327,0.07309531,0.03748736,0.00249676,0,0,0.20030557,0.19370075,0.1690512,0.11740189,0.06074741,0.03088538,0.00175434,0,0,0.15052678,0.01715402,0.52730737,0.17213071,0.00606729,0.73093956,0.77288865,0.38755667,0.42277198,0.16822461,0.13079578,0.00624426,0.16895839,0.05797837,0.07526339,0.0193007,0.26365368,0.08606536,0.00455047,0.57486703,0.56656002,0.14065764,0.21138599,0.12166204,0.06539789,0.00749312,0.16756846,0.01739351,0.0250878,0.01518538,0.26365368,0.08606536,0.00455047,0.49683076,0.36152452,0.14065764,0.21138599,0.08514672,0.03269895,0.00749312,0.15522905,0.01739351
23,Gweru,0.36004351,0.3372497,0.2792069,0.232708,0.10254474,0.03810102,0.00684568,0,0,0.21514875,0.19939146,0.16192741,0.1348571,0.05506964,0.0219432,0.0035172,0,0,0.1768451,0.16560488,0.13530388,0.11339286,0.04595571,0.01821552,0.00261988,0,0,0.06180246,0.03234693,0.75666154,0.25253188,0.21099631,0.45897658,0.91803292,0.18286797,0.21570788,0.08485183,0.1038861,0.00931724,0.06293645,0.06949722,0.03090123,0.04661489,0.37833077,0.12626594,0.15824723,0.36123341,0.54421492,0.07716674,0.10785394,0.06605671,0.05194305,0.01118069,0.06305442,0.02084917,0.01030041,0.04509049,0.37833077,0.12626594,0.15824723,0.31236182,0.30629506,0.07716674,0.10785394,0.04157205,0.02597152,0.01118069,0.05854263,0.02084917
24,Harare,0.29454412,0.25227875,0.18866314,0.13467625,0.08887925,0.04145906,0.0260494,0.01548714,0.01119204,0.18155463,0.15503926,0.11708222,0.08430451,0.0538448,0.02476041,0.01486509,0.00825024,0.00559602,0.15422776,0.13318797,0.10340593,0.07499288,0.04698745,0.02227635,0.01365454,0.00754311,0.00528862,0.02956122,0.0290722,0.75806658,0.3118445,0.48068509,0.35030701,0.40846761,0.15677347,0.05380991,0.20436014,0.0130641,0,0.01007096,0.01576977,0.01478061,0.0323559,0.37903329,0.15592225,0.36051382,0.22574718,0.24954152,0.11019426,0.02690496,0.16244219,0.00653205,0,0.01208515,0.00473093,0.00492687,0.02533006,0.37903329,0.15592225,0.36051382,0.16346726,0.13766429,0.11019426,0.02690496,0.09086214,0.00326603,0,0.01208515,0.00473093
25,Hurungwe,0.40821936,0.39568689,0.35884087,0.27794256,0.15447091,0.06330546,0.0177109,0,0,0.24717997,0.24022488,0.21930423,0.16917979,0.09556293,0.04082215,0.01234924,0,0,0.20241056,0.19685436,0.18002185,0.13854856,0.08006338,0.0359187,0.0114066,0,0,0.17952758,0.03518269,0.46227461,0.2392463,0,0.62623159,0.60099504,0.294413,0.45301922,0.26211621,0.18801589,0.05354497,0.28715183,0.20571555,0.09865713,0.04323632,0.2311373,0.11962315,0,0.49489551,0.30426097,0.0883239,0.22650961,0.21421925,0.09400795,0.06425397,0.31204529,0.06171467,0.04177905,0.03789481,0.2311373,0.11962315,0,0.42922748,0.13887065,0.0883239,0.22650961,0.14459246,0.04700397,0.06425397,0.29664458,0.06171467
26,Hwange,0.38048228,0.36057364,0.31396209,0.21331838,0.11038601,0.04831079,0.01020002,0,0,0.2299776,0.21380732,0.18452772,0.12234638,0.06351562,0.02741476,0.00545971,0,0,0.18720075,0.17444148,0.15087883,0.0993564,0.05279953,0.02281376,0.0045,0,0,0.15715212,0,0.4804373,0.26425542,0.1784174,0.55799103,0.78115343,0.28286065,0.30745436,0.13879276,0.19044552,0.00947547,0.15916946,0.1090553,0.07857606,0,0.24021865,0.13212771,0.13381305,0.42109036,0.5304206,0.09312973,0.15372718,0.09653028,0.09522276,0.0104349,0.1678186,0.03271659,0.02619202,0,0.24021865,0.13212771,0.13381305,0.35264003,0.33291757,0.09312973,0.15372718,0.06489599,0.04761138,0.00987351,0.15958295,0.03271659
27,Hwedza,0.39368143,0.38549766,0.33560762,0.24121642,0.13791578,0.04362583,0.00945848,0.0048311,0,0.23208076,0.22710032,0.19457025,0.13722072,0.07833524,0.02531467,0.00564047,0.00278854,0,0.19899623,0.19509795,0.16674733,0.11782975,0.06843198,0.0225341,0.00517432,0.00245431,0,0.13369029,0,0.63692409,0.29332954,0,0.72712335,0.53422736,0.21447481,0.46189037,0.1119582,0.16968157,0.02538378,0.27880197,0.15982121,0.06684515,0,0.31846205,0.14666477,0,0.6309853,0.20649512,0.06743124,0.23094519,0.08046399,0.08484078,0.03046053,0.29689322,0.04794637,0.02228172,0,0.31846205,0.14666477,0,0.58291628,0.07821843,0.06743124,0.23094519,0.04610558,0.04242039,0.03046053,0.28027815,0.04794637
28,Insiza,0.41976209,0.41429546,0.36481827,0.24829229,0.1538181,0.06122541,0.01440089,0.00795918,0,0.24068447,0.2383291,0.20896908,0.14684616,0.09085257,0.03534709,0.00836611,0.00449152,0,0.19033017,0.18868185,0.16561599,0.12046304,0.07496,0.02984925,0.00744189,0.00401372,0,0.14038185,0.00837812,0.56807166,0.27452674,0,0.70870699,0.78518554,0.20132877,0.48361122,0.27475628,0.2404198,0.04694844,0.15741178,0.0980126,0.07669392,0.01256718,0.28403583,0.13726337,0,0.53801141,0.34294828,0.06039863,0.24180561,0.22943256,0.1202099,0.05233562,0.1613964,0.02940378,0.03206763,0.01256718,0.28403583,0.13726337,0,0.45266362,0.13956612,0.06039863,0.24180561,0.1566174,0.06010495,0.05153512,0.15010742,0.02940378
29,Kadoma,0.31985942,0.28790612,0.2401627,0.14500306,0.06747831,0.03539889,0.00173281,0,0,0.18811948,0.16796245,0.1416,0.08697177,0.03979401,0.02063216,0.00096266,0,0,0.14550991,0.1306335,0.11217229,0.07016755,0.03207583,0.01669603,0.00085237,0,0,0.07536472,0.03363774,0.35719974,0.14164411,0.06633913,0.48731717,0.8020848,0.17145167,0.36360492,0.11663119,0.16236716,0.00277747,0.21073533,0.05947461,0.03768236,0.02194039,0.17859987,0.07082206,0.04975435,0.3628955,0.42517075,0.06256871,0.18180246,0.07854934,0.08118358,0.00219342,0.22311428,0.01784238,0.01256079,0.01331082,0.17859987,0.07082206,0.04975435,0.30068466,0.20186894,0.06256871,0.18180246,0.04901346,0.04059179,0.00196551,0.20704116,0.01784238
30,Kariba,0.41287491,0.39874611,0.37420771,0.33316891,0.23162976,0.13361296,0.0739794,0.03476336,0.03106452,0.23259345,0.22419067,0.20899189,0.18475293,0.12949377,0.07470943,0.04177875,0.0189271,0.0166288,0.18700962,0.17939002,0.16495629,0.14451467,0.10311136,0.0612372,0.03581093,0.01702812,0.01495991,0.24682691,0.02962121,0.65085192,0.25756481,0.16938452,0.64722876,0.57635086,0.32854921,0.35475871,0.18254518,0.23740027,0.01864854,0.13776481,0.11591239,0.12576162,0.03651138,0.32542596,0.12878241,0.12703839,0.51670738,0.2501943,0.10805492,0.17737935,0.1190454,0.11870014,0.02237824,0.1423866,0.03477372,0.04426871,0.0320091,0.32542596,0.12878241,0.12703839,0.45144669,0.09664863,0.10805492,0.17737935,0.05866449,0.05935007,0.02237824,0.13387276,0.03477372
31,Kwekwe,0.35494471,0.32883678,0.28348923,0.19814344,0.09030105,0.03748409,0.02304626,0.01449727,0.01012302,0.19572784,0.17984287,0.15446569,0.10892241,0.04720538,0.01966283,0.01225592,0.00798142,0.0055551,0.14791461,0.13646188,0.11741033,0.08314337,0.0354207,0.01543803,0.01005184,0.00715853,0.00499204,0.11119215,0.01641659,0.37898754,0.29931294,0.07489295,0.54015741,0.86159268,0.21334776,0.38714697,0.14869764,0.18356837,0.00302778,0.07849937,0.0751346,0.05559608,0.01794457,0.18949377,0.14965647,0.05616971,0.37334324,0.46202634,0.08239753,0.19357349,0.10275146,0.09178418,0.00363333,0.05850396,0.02254038,0.01853203,0.01660851,0.18949377,0.14965647,0.05616971,0.28993615,0.2301232,0.08239753,0.19357349,0.06272555,0.04589209,0.00363333,0.04390657,0.02254038
32,Lupane,0.4795083,0.47871659,0.45436497,0.34789165,0.2178092,0.11251885,0.0725348,0.03901332,0.02019477,0.27306556,0.27280166,0.26056357,0.19971741,0.12321174,0.06399728,0.04068412,0.02113861,0.01142667,0.21070094,0.210547,0.20184477,0.15607785,0.09817098,0.05268206,0.0347909,0.01835563,0.00994993,0.34830796,0.01581731,0.60453393,0.30846756,0,0.80103773,0.91599424,0.26998522,0.49395562,0.23280562,0.31215204,0.01974471,0.16748117,0.06504568,0.17415398,0.01861424,0.30226696,0.15423378,0,0.6566717,0.42743896,0.08360928,0.24697781,0.17618735,0.15607602,0.02369365,0.15468538,0.01951371,0.05805133,0.01554721,0.30226696,0.15423378,0,0.58448869,0.18825069,0.08360928,0.24697781,0.11215812,0.07803801,0.02369365,0.13482971,0.01951371
33,Makonde,0.37369892,0.35844004,0.29276049,0.21679215,0.08853928,0.02863803,0.02003118,0.01588792,0.01588792,0.22003727,0.2084637,0.16971118,0.12492655,0.04848935,0.01509365,0.01088297,0.00849941,0.00849941,0.16825608,0.16019554,0.13121935,0.09622594,0.03814824,0.01283569,0.0097791,0.0079041,0.0079041,0.18515918,0.03645378,0.31105745,0.20009305,0.03489983,0.50108934,0.89149772,0.23387654,0.42901519,0.19344543,0.19465063,0.00570081,0.19732706,0.13587366,0.09758421,0.04704906,0.15552873,0.10004652,0.02617487,0.37416974,0.49268362,0.09661167,0.2145076,0.14346319,0.09732532,0.00525626,0.19919119,0.0407621,0.03753269,0.04407766,0.15552873,0.10004652,0.02617487,0.31070994,0.24876684,0.09661167,0.2145076,0.08964894,0.04866266,0.00430543,0.1810971,0.0407621
